split,source_root,original_sample_id,sample_id,group,instance,problem_boxes,number_boxes,answer_boxes,image,label,metadata
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0320__S11-_reas_de_reg_fd4fb1c53b,398b5b8d_27daf4ec268a87d3,,,4,4,4,images/train/398b5b8d_27daf4ec268a87d3.png,labels/train/398b5b8d_27daf4ec268a87d3.txt,metadata/train/398b5b8d_27daf4ec268a87d3.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0296__S11-_reas_de_reg_8edd3e1195,398b5b8d_28223b690337e30b,,,8,7,8,images/train/398b5b8d_28223b690337e30b.png,labels/train/398b5b8d_28223b690337e30b.txt,metadata/train/398b5b8d_28223b690337e30b.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0346__S11-_reas_de_reg_760c996f22,398b5b8d_2c6576213c625387,,,7,7,7,images/train/398b5b8d_2c6576213c625387.png,labels/train/398b5b8d_2c6576213c625387.txt,metadata/train/398b5b8d_2c6576213c625387.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0350__S11-_reas_de_reg_f7be29bba5,398b5b8d_3493142b70649cd2,,,7,6,5,images/train/398b5b8d_3493142b70649cd2.png,labels/train/398b5b8d_3493142b70649cd2.txt,metadata/train/398b5b8d_3493142b70649cd2.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0339__S11-_reas_de_reg_2308158fcc,398b5b8d_3ebbc85077af6124,,,7,6,6,images/train/398b5b8d_3ebbc85077af6124.png,labels/train/398b5b8d_3ebbc85077af6124.txt,metadata/train/398b5b8d_3ebbc85077af6124.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0299__S11-_reas_de_reg_41b13dba84,398b5b8d_40c4fdf6a5ae9adf,,,6,6,6,images/train/398b5b8d_40c4fdf6a5ae9adf.png,labels/train/398b5b8d_40c4fdf6a5ae9adf.txt,metadata/train/398b5b8d_40c4fdf6a5ae9adf.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0349__S11-_reas_de_reg_0625651c32,398b5b8d_4b8f8698257f39c9,,,6,5,5,images/train/398b5b8d_4b8f8698257f39c9.png,labels/train/398b5b8d_4b8f8698257f39c9.txt,metadata/train/398b5b8d_4b8f8698257f39c9.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0313__S11-_reas_de_reg_501fd3395b,398b5b8d_52d085401c92a205,,,7,7,6,images/train/398b5b8d_52d085401c92a205.png,labels/train/398b5b8d_52d085401c92a205.txt,metadata/train/398b5b8d_52d085401c92a205.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0343__S11-_reas_de_reg_fd62f6d3d7,398b5b8d_5612025786a907ac,,,7,5,5,images/train/398b5b8d_5612025786a907ac.png,labels/train/398b5b8d_5612025786a907ac.txt,metadata/train/398b5b8d_5612025786a907ac.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0301__S11-_reas_de_reg_7a7b051c6b,398b5b8d_5b994e7b7315a80f,,,7,7,6,images/train/398b5b8d_5b994e7b7315a80f.png,labels/train/398b5b8d_5b994e7b7315a80f.txt,metadata/train/398b5b8d_5b994e7b7315a80f.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0345__S11-_reas_de_reg_173dfb41fa,398b5b8d_5d24835b621d3fc0,,,5,3,4,images/train/398b5b8d_5d24835b621d3fc0.png,labels/train/398b5b8d_5d24835b621d3fc0.txt,metadata/train/398b5b8d_5d24835b621d3fc0.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0336__S11-_reas_de_reg_930f65dfc6,398b5b8d_5dd4e1d772bbad67,,,7,7,6,images/train/398b5b8d_5dd4e1d772bbad67.png,labels/train/398b5b8d_5dd4e1d772bbad67.txt,metadata/train/398b5b8d_5dd4e1d772bbad67.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0323__S11-_reas_de_reg_94189efc77,398b5b8d_672580b3dba036fd,,,8,6,6,images/train/398b5b8d_672580b3dba036fd.png,labels/train/398b5b8d_672580b3dba036fd.txt,metadata/train/398b5b8d_672580b3dba036fd.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0330__S11-_reas_de_reg_a6fd3f738f,398b5b8d_6adb1f19c8942693,,,7,5,5,images/train/398b5b8d_6adb1f19c8942693.png,labels/train/398b5b8d_6adb1f19c8942693.txt,metadata/train/398b5b8d_6adb1f19c8942693.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0318__S11-_reas_de_reg_1f955abb26,398b5b8d_6d7c34f1ec1ca5d5,,,5,4,3,images/train/398b5b8d_6d7c34f1ec1ca5d5.png,labels/train/398b5b8d_6d7c34f1ec1ca5d5.txt,metadata/train/398b5b8d_6d7c34f1ec1ca5d5.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0341__S11-_reas_de_reg_0954c9227d,398b5b8d_7b5d079856e37954,,,6,5,4,images/train/398b5b8d_7b5d079856e37954.png,labels/train/398b5b8d_7b5d079856e37954.txt,metadata/train/398b5b8d_7b5d079856e37954.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0322__S11-_reas_de_reg_3eee786252,398b5b8d_8091cba713572330,,,5,5,4,images/train/398b5b8d_8091cba713572330.png,labels/train/398b5b8d_8091cba713572330.txt,metadata/train/398b5b8d_8091cba713572330.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0325__S11-_reas_de_reg_d21aff3fce,398b5b8d_86d45b4b6c0bdb2a,,,7,5,6,images/train/398b5b8d_86d45b4b6c0bdb2a.png,labels/train/398b5b8d_86d45b4b6c0bdb2a.txt,metadata/train/398b5b8d_86d45b4b6c0bdb2a.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0333__S11-_reas_de_reg_43074ec526,398b5b8d_885c83c6617f0b7c,,,3,2,2,images/train/398b5b8d_885c83c6617f0b7c.png,labels/train/398b5b8d_885c83c6617f0b7c.txt,metadata/train/398b5b8d_885c83c6617f0b7c.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0328__S11-_reas_de_reg_6acbe6eb37,398b5b8d_8f263e0b503e3ecc,,,6,5,6,images/train/398b5b8d_8f263e0b503e3ecc.png,labels/train/398b5b8d_8f263e0b503e3ecc.txt,metadata/train/398b5b8d_8f263e0b503e3ecc.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0310__S11-_reas_de_reg_72121573d7,398b5b8d_95f5b35d3203ef5d,,,6,5,6,images/train/398b5b8d_95f5b35d3203ef5d.png,labels/train/398b5b8d_95f5b35d3203ef5d.txt,metadata/train/398b5b8d_95f5b35d3203ef5d.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0352__S11-_reas_de_reg_008bd0fd51,398b5b8d_9f065891aaac4593,,,5,5,5,images/train/398b5b8d_9f065891aaac4593.png,labels/train/398b5b8d_9f065891aaac4593.txt,metadata/train/398b5b8d_9f065891aaac4593.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0298__S11-_reas_de_reg_4c4c4f3e69,398b5b8d_9ffe3769ab3045ad,,,6,6,6,images/train/398b5b8d_9ffe3769ab3045ad.png,labels/train/398b5b8d_9ffe3769ab3045ad.txt,metadata/train/398b5b8d_9ffe3769ab3045ad.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0332__S11-_reas_de_reg_ce73d83780,398b5b8d_a24def69c6f31dd0,,,6,5,5,images/train/398b5b8d_a24def69c6f31dd0.png,labels/train/398b5b8d_a24def69c6f31dd0.txt,metadata/train/398b5b8d_a24def69c6f31dd0.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0326__S11-_reas_de_reg_e8060355c4,398b5b8d_aedf3a633b98ff0f,,,6,5,4,images/train/398b5b8d_aedf3a633b98ff0f.png,labels/train/398b5b8d_aedf3a633b98ff0f.txt,metadata/train/398b5b8d_aedf3a633b98ff0f.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0337__S11-_reas_de_reg_e1f7905772,398b5b8d_b094fb578cb1e6ba,,,5,4,4,images/train/398b5b8d_b094fb578cb1e6ba.png,labels/train/398b5b8d_b094fb578cb1e6ba.txt,metadata/train/398b5b8d_b094fb578cb1e6ba.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0303__S11-_reas_de_reg_0f9b76934c,398b5b8d_b4804a7619293a02,,,6,5,5,images/train/398b5b8d_b4804a7619293a02.png,labels/train/398b5b8d_b4804a7619293a02.txt,metadata/train/398b5b8d_b4804a7619293a02.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0321__S11-_reas_de_reg_66e0362c94,398b5b8d_c2c8acea67941568,,,2,2,2,images/train/398b5b8d_c2c8acea67941568.png,labels/train/398b5b8d_c2c8acea67941568.txt,metadata/train/398b5b8d_c2c8acea67941568.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0335__S11-_reas_de_reg_194ef3474f,398b5b8d_c3c2c6d2021cbcc5,,,5,5,5,images/train/398b5b8d_c3c2c6d2021cbcc5.png,labels/train/398b5b8d_c3c2c6d2021cbcc5.txt,metadata/train/398b5b8d_c3c2c6d2021cbcc5.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0334__S11-_reas_de_reg_875368e03f,398b5b8d_c97bb30dc5c70847,,,5,5,5,images/train/398b5b8d_c97bb30dc5c70847.png,labels/train/398b5b8d_c97bb30dc5c70847.txt,metadata/train/398b5b8d_c97bb30dc5c70847.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0340__S11-_reas_de_reg_e0747b0ab6,398b5b8d_cbcbcc3457668f12,,,7,6,5,images/train/398b5b8d_cbcbcc3457668f12.png,labels/train/398b5b8d_cbcbcc3457668f12.txt,metadata/train/398b5b8d_cbcbcc3457668f12.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0304__S11-_reas_de_reg_039efabdfb,398b5b8d_d0c0374654c06aa8,,,5,5,4,images/train/398b5b8d_d0c0374654c06aa8.png,labels/train/398b5b8d_d0c0374654c06aa8.txt,metadata/train/398b5b8d_d0c0374654c06aa8.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0297__S11-_reas_de_reg_70a67cae4e,398b5b8d_e3d6d17f4062167c,,,6,6,6,images/train/398b5b8d_e3d6d17f4062167c.png,labels/train/398b5b8d_e3d6d17f4062167c.txt,metadata/train/398b5b8d_e3d6d17f4062167c.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0305__S11-_reas_de_reg_a10af9a52e,398b5b8d_e58e1a42632413fd,,,4,2,3,images/train/398b5b8d_e58e1a42632413fd.png,labels/train/398b5b8d_e58e1a42632413fd.txt,metadata/train/398b5b8d_e58e1a42632413fd.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0338__S11-_reas_de_reg_5679092839,398b5b8d_eef772fcad9df52d,,,7,5,6,images/train/398b5b8d_eef772fcad9df52d.png,labels/train/398b5b8d_eef772fcad9df52d.txt,metadata/train/398b5b8d_eef772fcad9df52d.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0300__S11-_reas_de_reg_1915684e55,398b5b8d_f15340862c174e7f,,,6,6,6,images/train/398b5b8d_f15340862c174e7f.png,labels/train/398b5b8d_f15340862c174e7f.txt,metadata/train/398b5b8d_f15340862c174e7f.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0312__S11-_reas_de_reg_2ba77be563,398b5b8d_f3a3d897e09836fa,,,5,5,5,images/train/398b5b8d_f3a3d897e09836fa.png,labels/train/398b5b8d_f3a3d897e09836fa.txt,metadata/train/398b5b8d_f3a3d897e09836fa.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0344__S11-_reas_de_reg_e101a45b4b,398b5b8d_fa84158ad78fb27e,,,6,4,4,images/train/398b5b8d_fa84158ad78fb27e.png,labels/train/398b5b8d_fa84158ad78fb27e.txt,metadata/train/398b5b8d_fa84158ad78fb27e.json
train,E:\Banco de Preguntas\2. GEOMETRIA\1. Cuzcano\Julio Orihuela\S11-Áreas_de_regiones_planas\temporales\propuestos\datasets\problem_detector_corrections,areas-de-regiones-planas__propuestos__p0316__S11-_reas_de_reg_300db57abf,398b5b8d_fc3ae5bf916782ff,,,7,5,5,images/train/398b5b8d_fc3ae5bf916782ff.png,labels/train/398b5b8d_fc3ae5bf916782ff.txt,metadata/train/398b5b8d_fc3ae5bf916782ff.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0080_aseuni__aseuni-semianual-geometria__semana_4_aplicaciones_de_congruencia__ASEUNI_SEMIANUAL_-_GEOMETRIA__p0019,670a2a6a_0179c800fde104cf,aseuni,aseuni-semianual-geometria__semana_4_aplicaciones_de_congruencia,7,5,6,images/train/670a2a6a_0179c800fde104cf.png,labels/train/670a2a6a_0179c800fde104cf.txt,metadata/train/670a2a6a_0179c800fde104cf.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0069_aseuni__aseuni-semianual-geometria__semana_19_reas_de_regiones_circulares__ASEUNI_SEMIANUAL_-_GEOMETRIA__p0106,670a2a6a_03cbef07121c5142,aseuni,aseuni-semianual-geometria__semana_19_reas_de_regiones_circulares,6,5,6,images/train/670a2a6a_03cbef07121c5142.png,labels/train/670a2a6a_03cbef07121c5142.txt,metadata/train/670a2a6a_03cbef07121c5142.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0050_nostradamus__academia-nostradamus-semestral-2022-i__semana_n_14_-_relacion_fdde6914e5__ACADEMIA_NOSTRADAMUS_SEMEST_443ee606d5,670a2a6a_049bde48e738ba2a,nostradamus,academia-nostradamus-semestral-2022-i__semana_n_14_-_relacion_fdde6914e5,11,9,9,images/train/670a2a6a_049bde48e738ba2a.png,labels/train/670a2a6a_049bde48e738ba2a.txt,metadata/train/670a2a6a_049bde48e738ba2a.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0091_aseuni__aseuni-semianual-geometria__semana_15_pol_gonos_regulares__ASEUNI_SEMIANUAL_-_GEOMETRIA__p0081,670a2a6a_19baf866358bd8e1,aseuni,aseuni-semianual-geometria__semana_15_pol_gonos_regulares,10,10,9,images/train/670a2a6a_19baf866358bd8e1.png,labels/train/670a2a6a_19baf866358bd8e1.txt,metadata/train/670a2a6a_19baf866358bd8e1.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0011_nostradamus__academia-nostradamus-semestral-2022-i__semana_n_10_-_puntos_notables__ACADEMIA_NOSTRADAMUS_SEMESTRAL_a454bc9027,670a2a6a_1be485dbec150db5,nostradamus,academia-nostradamus-semestral-2022-i__semana_n_10_-_puntos_notables,8,7,7,images/train/670a2a6a_1be485dbec150db5.png,labels/train/670a2a6a_1be485dbec150db5.txt,metadata/train/670a2a6a_1be485dbec150db5.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0029_julio_orihuela__areas-de-regiones-planas__resueltos__S11-_reas_de_regiones_planas__p0128,670a2a6a_1df8cbe5740d9f4d,julio_orihuela,areas-de-regiones-planas__resueltos,5,5,4,images/train/670a2a6a_1df8cbe5740d9f4d.png,labels/train/670a2a6a_1df8cbe5740d9f4d.txt,metadata/train/670a2a6a_1df8cbe5740d9f4d.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0088_aseuni__aseuni-semianual-geometria__semana_14_relaciones_m_tricas_ent_e80006f893__ASEUNI_SEMIANUAL_-_GEOMETRIA__p0076,670a2a6a_1e9f0eb15bf76366,aseuni,aseuni-semianual-geometria__semana_14_relaciones_m_tricas_ent_e80006f893,10,8,9,images/train/670a2a6a_1e9f0eb15bf76366.png,labels/train/670a2a6a_1e9f0eb15bf76366.txt,metadata/train/670a2a6a_1e9f0eb15bf76366.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0028_aseuni__aseuni-semianual-geometria__semana_5_cuadril_teros_1__ASEUNI_SEMIANUAL_-_GEOMETRIA__p0027,670a2a6a_1ea52b582cc96651,aseuni,aseuni-semianual-geometria__semana_5_cuadril_teros_1,10,9,10,images/train/670a2a6a_1ea52b582cc96651.png,labels/train/670a2a6a_1ea52b582cc96651.txt,metadata/train/670a2a6a_1ea52b582cc96651.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0064_nostradamus__academia-nostradamus-semestral-2022-i__semana_n_06_-_poligonos__ACADEMIA_NOSTRADAMUS_SEMESTRAL_2022_-_I__p0019,670a2a6a_217548a4a3ba2715,nostradamus,academia-nostradamus-semestral-2022-i__semana_n_06_-_poligonos,13,11,12,images/train/670a2a6a_217548a4a3ba2715.png,labels/train/670a2a6a_217548a4a3ba2715.txt,metadata/train/670a2a6a_217548a4a3ba2715.json
train,E:\Github\Auditor-IA\.cache\transcriptor_runs\datasets\problem_detector_multiclass_100_lab_20260624,0099_julio_orihuela__areas-de-regiones-planas__propuestos__S11-_reas_de_regiones_planas__p0303,670a2a6a_2416192e1c416f27,julio_orihuela,areas-de-regiones-planas__propuestos,6,5,5,images/train/670a2a6a_2416192e1c416f27.png,labels/train/670a2a6a_2416192e1c416f27.txt,metadata/train/670a2a6a_2416192e1c416f27.json
